title,snippet,filename,article
     Bedrijfsauto's zwaar      Carrosserie     Stootbalk,"  10.   De afstand van de onderzijde van de beschermingsinrichting tot het wegdek mag tussen de punten die meer dan 0,20 m van de zijkanten van de voorste as van het voertuig zijn gelegen, met inbegrip van de wielen, niet meer dan 0,45 m bedragen, waarbij de bolling van de banden boven het wegdek buiten beschouwing wordt gelaten.    Wijze van keuren       Wijze van keuren      Print  Visuele controle In geval van twijfel wordt gemeten.       ",bedrijfsautos-zwaar-carrosserie-stootbalk.txt,Artikel 5.3.49
     Bedrijfsauto's zwaar      Carrosserie     Stootbalk,"  11.    De afstand van de voorzijde van het voertuig tot de voorzijde van de beschermingsinrichting mag niet meer dan 0,40 m bedragen, waarbij voertuigdelen die zich hoger dan 2,00 m boven het wegdek bevinden buiten beschouwing worden gelaten.     Wijze van keuren       Wijze van keuren      Print  Visuele controle; in geval van twijfel wordt gemeten.       ",bedrijfsautos-zwaar-carrosserie-stootbalk.txt,Artikel 5.3.49
     Bedrijfsauto's zwaar      Carrosserie     Stootbalk,"  12.    De bescherminrichting mag: niet breder zijn dan de breedte van het voertuig met inbegrip van de spatborden van de voorste as; aan weerszijden niet meer dan 0,10 m smaller zijn dan de voorste as met inbegrip van de wielen, waarbij de bolling van de banden boven het wegdek buiten beschouwing wordt gelaten, of aan weerszijden niet meer dan 0,20 m smaller zijn dan het voertuig gemeten over de uiterste punten van de instaptrede naar de bestuurderscabine     Wijze van keuren       Wijze van keuren      Print  Visuele controle       ",bedrijfsautos-zwaar-carrosserie-stootbalk.txt,Artikel 5.3.49
     Bedrijfsauto's zwaar      Carrosserie     Stootbalk,"  13.   De beschermingsinrichting aan de voorzijde en de bevestiging daarvan mogen niet zodanig zijn vervormd of breuken of scheuren vertonen, dan wel door corrosie zijn aangetast, dat hierdoor functieverlies optreedt.    Wijze van keuren       Wijze van keuren      Print  visuele controle.       ",bedrijfsautos-zwaar-carrosserie-stootbalk.txt,Artikel 5.3.49
     Bedrijfsauto's zwaar      Carrosserie     Frontbeschermingsinrichtingen,  1.   n.v.t. voor zware bedrijfsauto's   ,bedrijfsautos-zwaar-carrosserie-frontbeschermingsinrichtingen.txt,Artikel 5.3.50
     Bedrijfsauto's zwaar      Carrosserie     Bescherming rolstoelinzittenden,   Bedrijfsauto’s die na 1 september 2008 in gebruik zijn genomen en zijn ingericht voor het vervoer van één of meer passagiers in een rolstoel moeten voldoen aan de in artikel 5.2.78 gestelde eisen.    Wijze van keuren       Wijze van keuren      Print  Visuele controle. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.       ,bedrijfsautos-zwaar-carrosserie-bescherming-rolstoelinzittenden.txt,Artikel 5.3.47a
     Bedrijfsauto's zwaar      Carrosserie     Zitplaatsen,  1.   n.v.t. voor zware bedrijfsauto’s   ,bedrijfsautos-zwaar-carrosserie-zitplaatsen.txt,Artikel 5.3.46
     Bedrijfsauto's zwaar      Carrosserie     Zitplaatsen,  2.   n.v.t. voor zware bedrijfsauto’s   ,bedrijfsautos-zwaar-carrosserie-zitplaatsen.txt,Artikel 5.3.46
     Bedrijfsauto's zwaar      Carrosserie     Zitplaatsen,"  3.   De zitplaatsen en rugleuningen van bedrijfsauto’s moeten deugdelijk aan het voertuig zijn bevestigd. De van fabriekswege aangebrachte verstelinrichtingen van de zitplaatsen en rugleuningen moeten goed kunnen worden vergrendeld. Indien sprake is van corrosie, is het bepaalde in Aanvullende permanente eisen, hoofdstuk 1, titel 2, afdelingen 1, 2 en 3, van toepassing.    Wijze van keuren    Aanvullende permanente eisen    Toelichting       Wijze van keuren      Print  Visuele controle. Indien de zitplaats in de stand waarin deze wordt aangetroffen vergrendeld is, wordt voldaan aan de eis ten aanzien van de vergrendeling.     Aanvullende permanente eisen      Print   Hoofdstuk 1 Voertuigeisen  Titel 2. Algemene bouwwijze van het voertuig  Afdeling 1. Voertuigen zonder een volledig dragend chassis  Artikel 4   In deze afdeling wordt verstaan onder: roestschade: door corrosie over de gehele dikte verdwenen materiaal.  Roestschade wordt per onderdeel, per bevestiging van een onderdeel of per sectie van de bodemplaat uitgedrukt in de schade-eenheid 'E'.   Artikel 5  De in annex 1  vermelde onderdelen en bevestigingen van onderdelen van motorvoertuigen met een zelfdragende carrosserie mogen per onderdeel, per bevestiging van een onderdeel, of per sectie van een bodemplaat niet meer roestschade hebben dan 2E.  Artikel 6  Voor de bepaling van de mate van roestschade in schade-eenheden 'E', moet de volgende procedure worden gevolgd:   de roestschade-omvang wordt per onderdeel, per bevestiging van een onderdeel of per sectie van de bodemplaat in procenten bepaald volgens het van toepassing zijnde beoordelingsprincipe zoals vermeld in deze afdeling;  aan de hand van annex 1 wordt de te hanteren roestschadegradatie bij maximaal functieverlies van het beschadigde onderdeel, de beschadigde bevestiging van een onderdeel dan wel de beschadigde sectie van de bodemplaat bepaald;  het onder a bepaalde percentage roestschade wordt vermenigvuldigd met de onder b bepaalde roestschadegradatie.   Artikel 7   De bepaling van de roestschade-omvang van langs- en dwarsliggers geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:   de verhouding uitgedrukt in procenten tussen het beschadigde deel van de omtrek en de gehele omtrek van de dwarsdoorsnede, een eventuele versterking in de langs- of dwarsligger daarbij inbegrepen. Bij de berekening van de omtrek van de dwarsdoorsnede worden de bevestigingsflenzen niet meegerekend, en  de verhouding uitgedrukt in procenten tussen de lengte van de schade en de werkelijke lengte van de langs- of dwarsligger tussen de draagpunten, zoals weergegeven in figuur 1, of zoals bij het betreffende onderdeel in annex 1 is omschreven. Voor de bepaling van de roestschade worden de bevestigingsflenzen meegerekend.    Indien een plaatdeel samen met een voorgevormd profiel een koker vormt, wordt het geheel beoordeeld als een langs- of dwarsligger.       Figuur 1. Lengte langs- en dwarsliggers tussen de draagpunten.     Artikel 8   Voor de bepaling van de roestschade-omvang van de bodemplaat van de personenruimte wordt de bodemplaat in secties verdeeld, zoals weergegeven in figuur 2, waarna elke sectie afzonderlijk wordt beoordeeld.  De secties worden gevormd door de volgende sectielijnen: Sectielijn 1: de middenkoker of de lengtehartlijn. Sectielijn 2: het begin van de vlakke bodemplaat. Sectielijn 3: de dwarsligger ter plaatse van de voorzijde van de voorste zitplaatsen of indien ter plaatse geen dwarsligger aanwezig is de voorzijde van de voorste zitplaatsen in de achterste gebruiksstand. Sectielijn 4: elke voorzijde van de achter de voorste zitplaatsen (achter elkaar) gelegen zitplaatsen in de achterste gebruiksstand. Sectielijn 5: het einde van de bodemplaat onder de personenruimte.    Figuur 2. Sectieverdeling bodemplaat personenruimte    Artikel 9   De bepaling van de roestschade-omvang van de bodemplaat van de personenruimte geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:  de verhouding uitgedrukt in procenten tussen het beschadigde oppervlak van de sectie en het gehele oppervlak van de sectie, en  de verhouding tussen de lengte van de schade aan de randen van de sectie en de totale randlengte van de sectie.    Roestschade die doorloopt in verschillende secties moet worden beoordeeld als schade die aanwezig is in de grootste van de betrokken secties.  Bij dubbele bodemplaten wordt de bovenste plaat beoordeeld zoals is aangegeven in het eerste lid; de onderste plaat wordt beoordeeld als één grote sectie.  Indien een gedeelte van de bodemplaat tevens deel uitmaakt van een langs- of dwarsligger (koker), moet dit gedeelte worden meegerekend voor de bepaling van het oppervlak dan wel de randlengte.   Artikel 10  De bepaling van de roestschade-omvang van wielkasten geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:   de verhouding uitgedrukt in procenten tussen het beschadigde oppervlak en het gehele oppervlak, en  de verhouding tussen de totale lengte van de schade aan de randen en de totale randlengte, en  de verhouding tussen de lengte van de schade per zijde van de wielkast en de bevestigingslengte van die zijde aan een ander onderdeel.   Artikel 11   De bepaling van de roestschade-omvang van plaatdelen, met uitzondering van de bodemplaat en de wielkasten, geschiedt aan de hand van de volgende beoordelingsprincipes waarbij het hoogste percentage maatgevend is:  de verhouding uitgedrukt in procenten tussen het beschadigde oppervlak en het gehele oppervlak, en  de verhouding tussen de lengte van de schade aan de randen en de totale randlengte.    Indien een gedeelte van een plaatdeel tevens deel uitmaakt van een langs- of dwarsligger (koker), moet dit gedeelte worden meegerekend voor de bepaling van het oppervlak dan wel de randlengte.   Artikel 12   De roestschade-omvang van de bevestiging van onderdelen, met uitzondering van de bevestiging van plaatdelen en wielkasten, wordt bepaald door een schatting te maken omtrent de afname in procenten van de sterkte van de bevestiging van het ene onderdeel aan het andere, in het gebied dat wordt omsloten door een denkbeeldige lijn gelegen op een afstand van 100 mm rondom de bevestiging.  De roestschade in het gebied buiten de denkbeeldige lijn wordt buiten beschouwing gelaten.   Artikel 13  De beoordeling van roestschade vindt plaats:   door visuele controle, terwijl het voertuig zich boven een inspectieput of op een hefinrichting bevindt, en  in geval van twijfel:  door gebruik te maken van een hamertje met een bolle of afgeronde kop;  door middel van meten met een meetmiddel van voldoende bereik.       Afdeling 2. Voertuigen met een volledig dragend chassis  §1. Chassisraam  Artikel 14   In deze paragraaf wordt verstaan onder: roestschade: gedeeltelijk door corrosie verdwenen materiaal.  Roestschade in het chassisraam wordt per langs- of dwarsligger dan wel per profiel uitgedrukt in procenten.     Artikel 15   De langs- en dwarsliggers en asbevestigingen van het chassisraam, de trekinrichting van een middenasaanhangwagen, en alle profielen die deel uitmaken van de ondersteuning van de draaikrans of opleggerkoppeling dan wel koppelingsplaat mogen niet meer roestschade hebben dan het percentage genoemd in annex 2 bij deze bijlage.  De beoordeling van de roestschade-omvang van de langs- en dwarsliggers van het chassisraam geschiedt aan de hand van de lengte van de langs- en dwarsliggers tussen de draagpunten.  In afwijking van het bepaalde in het eerste lid, moeten langs- en dwarsliggers van het chassisraam die uitsluitend voor de ondersteuning van de laadvloer zijn aangebracht, als hulplangs- of hulpdwarsbalk worden aangemerkt waarop paragraaf 2 van deze afdeling van toepassing is.  In afwijking van het bepaalde in het eerste lid, is op langs- en dwarsliggers en asbevestigingen van het chassisraam die zijn vervaardigd uit plaatmateriaal waarvan de dikte maximaal 2 mm bedraagt, paragraaf 2 van deze afdeling van toepassing.  Op een gedeeltelijk zelfdragende carrosserie in combinatie met een chassisraam zijn voor het zelfdragende deel de eisen van afdeling 1 van toepassing.     § 2. Overige onderdelen  Artikel 16   In deze paragraaf wordt verstaan onder: roestschade: door corrosie over de gehele dikte verdwenen materiaal.  Roestschade wordt per onderdeel of per bevestiging van een onderdeel uitgedrukt in de schade-eenheid 'E'.   Artikel 17  De in annex 3 vermelde onderdelen en bevestigingen van onderdelen van motorvoertuigen die niet zijn voorzien van een zelfdragende carrosserie en aanhangwagens met een toegestane maximummassa van meer dan 3.500 kg, mogen per onderdeel dan wel per bevestiging van een onderdeel niet meer roestschade hebben dan 2E.  Artikel 18  Voor de bepaling van de mate van roestschade in schade-eenheden 'E', moet de volgende procedure worden gevolgd:   de roestschade-omvang wordt per onderdeel of per bevestiging van een onderdeel in procenten bepaald volgens het van toepassing zijnde beoordelingsprincipe;  aan de hand van annex 3 wordt de te hanteren roestschadegradatie bij maximaal functieverlies van het beschadigde onderdeel of de beschadigde bevestiging van een onderdeel bepaald;  het percentage roestschade, bedoeld in onderdeel a, wordt vermenigvuldigd met de in roestschadegradatie, bedoeld in onderdeel b.     Artikel 19    De bepaling van de roestschade-omvang van langs- en dwarsliggers geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:   de verhouding uitgedrukt in procenten tussen het beschadigde deel van de omtrek en de gehele omtrek van de dwarsdoorsnede, een eventuele versterking in de langs- of dwarsligger daarbij inbegrepen. Bij de berekening van de omtrek van de dwarsdoorsnede worden de bevestigingsflenzen niet meegerekend, en  de verhouding uitgedrukt in procenten tussen de lengte van de schade en de werkelijke lengte van de langs- of dwarsligger tussen de draagpunten, zoals weergegeven in figuur 3, of zoals bij het betreffende onderdeel in annex 3  is omschreven. Voor de bepaling van de roestschade worden de bevestigingsflenzen meegerekend.    Indien een plaatdeel samen met een voorgevormd profiel een koker vormt, wordt het geheel beoordeeld als een langs- of dwarsligger.   Figuur 3. Lengte dwars- of langsligger tussen de draagpunten   Artikel 20      De bepaling van de roestschade-omvang van plaatdelen geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:   de verhouding uitgedrukt in procenten tussen het beschadigde oppervlak en het gehele oppervlak, en  de verhouding uitgedrukt in procenten tussen de lengte van de schade aan de randen en de totale randlengte.    Indien een gedeelte van een plaatdeel tevens deel uitmaakt van een langs- of dwarsligger (koker), moet dit gedeelte worden meegerekend voor de bepaling van het oppervlak dan wel de randlengte.     Artikel 21   De roestschade-omvang van de bevestiging van onderdelen, met uitzondering van de bevestiging van plaatdelen, wordt bepaald door een schatting te maken omtrent de afname in procenten van de sterkte van de bevestiging van het ene onderdeel aan het andere in het gebied dat wordt omsloten door een denkbeeldige lijn, gelegen op een afstand van 100 mm rondom de bevestiging.  De roestschade in het gebied buiten de denkbeeldige lijn wordt buiten beschouwing gelaten.     Artikel 22  De beoordeling van roestschade vindt plaats:   door visuele controle, terwijl het voertuig zich boven een inspectieput of op een hefinrichting bevindt, en  in geval van twijfel:  door gebruik te maken van een hamertje met een bolle of afgeronde kop;  door middel van meten met een meetmiddel van voldoende bereik.     Afdeling 3. Roestschadereparatie  Artikel 23  Een roestschadereparatie moet zodanig zijn uitgevoerd dat het onderdeel, de bevestiging van het onderdeel of de sectie van de bodemplaat zijn oorspronkelijke functie weer kan vervullen.    Artikel 24   Voor alle onderdelen, bevestigingen van onderdelen of secties van de bodemplaat waarvoor een roestschadegradatie is gegeven, geldt dat:  reparaties met pasklare gedeelten, waarbij elk deel deugdelijk aan het oorspronkelijke materiaal is gelast, toegestaan zijn;  vervanging van delen is toegestaan mits deugdelijk gelast dan wel bevestigd met bouten, indien de oorspronkelijke bevestiging heeft plaatsgevonden door middel van bouten of klinknagels;  een reparatie die niet volgens onderdeel a of b is uitgevoerd, als roestschade wordt aangemerkt en beoordeeld, waarbij de grootte van de reparatie wordt gezien als de grootte van de roestschade, tenzij anders wordt aangetoond.    Onder deugdelijk gelast als genoemd in het eerste lid, onderdelen a en b, wordt verstaan:   kettinglassen welke ten minste 50% van de omtrek van het te lassen gedeelte bestrijken en goed zijn verdeeld over die omtrek, of  proplassen (gatlassen) met ten minste een diameter van 4 mm en een onderlinge afstand van niet meer dan 20 mm.       Artikel 25   De trekinrichting van een middenasaanhangwagen, langs- en dwarsliggers en asbevestigingen die deel uitmaken van het chassisraam, bedoeld in paragraaf 1 van afdeling 2, mogen niet zijn gerepareerd met plaatdelen welke over de roestschade zijn aangebracht.  In afwijking van het eerste lid mogen de trekinrichting van een middenasaanhangwagen en een aanhangwagen met een stijve dissel, langs- en dwarsliggers en asbevestigingen wel gerepareerd worden met plaatdelen welke over de roestschade zijn aangebracht, indien de dikte van deze plaatdelen ten minste gelijk is aan de grootste dikte van het te repareren deel. De plaatdelen moeten deugdelijk zijn gelast. Hieronder worden verstaan kettinglassen welke ten minste 75% van de omtrek van het te lassen gedeelte bestrijken. De lassen moeten goed zijn verdeeld over de omtrek.  De profielen die deel uitmaken van de ondersteuning van de draaikrans of opleggerkoppeling dan wel koppelingsplaat mogen niet zijn gerepareerd met plaatdelen welke over de roestschade zijn aangebracht.   Artikel 26  Een afwijkende reparatie, zoals bedoeld in de artikelen 24 en 25 is toegestaan, indien dit door middel van documentatie van de voertuigfabrikant wordt aangetoond. De reparatie moet volgens voorschrift van de voertuigfabrikant zijn uitgevoerd.  Artikel 27  De beoordeling van de roestschadereparatie vindt plaats:   door visuele controle, terwijl het voertuig zich boven een inspectieput of op een hefinrichting bevindt, en  in geval van twijfel door middel van meten met een meetmiddel van voldoende bereik.       Rekenvoorbeelden roestschade. (pdf, 437kb)         Toelichting      Print   Vergrendeling rugleuning  Is de rugleuning vanuit fabriekswege niet uitgevoerd met een
vergrendeling, dan is dit geen afkeurpunt voor de APK.        ",bedrijfsautos-zwaar-carrosserie-zitplaatsen.txt,Artikel 5.3.46
     Bedrijfsauto's zwaar      Carrosserie     Zitplaatsen,"  4.   Bij zitplaatsen waarvan de rugleuning toegang geeft
tot een daarachter gelegen zitplaats moet de ontgrendeling van de rugleuning
goed werken.    Wijze van keuren       Wijze van keuren      Print  Visuele controle.       ",bedrijfsautos-zwaar-carrosserie-zitplaatsen.txt,Artikel 5.3.46
     Bedrijfsauto's zwaar      Afmetingen en massa's     Maximumconstructiesnelheid,"  1.  Nieuw: 01-01-2025   Bedrijfsauto’s met een maximumconstructiesnelheid van ten hoogste 25 km/h voldoen bij voortduring aan de in het kentekenregister vermelde maximumconstructiesnelheid, vermeerderd met 5 km/h. Hierbij is het bepaalde in de Aanvullende permanente eisen, artikel 29a, van toepassing.    Wijze van keuren    Aanvullende permanente eisen       Wijze van keuren      Print  In geval van twijfel wordt een rijproef uitgevoerd.     Aanvullende permanente eisen      Print   Artikel 29a  Een rijproef om de maximumconstructiesnelheid te meten wordt in twee tegengestelde rijrichtingen uitgevoerd:   op een nagenoeg vlak en horizontaal wegdek  door een bestuurder met een massa van minimaal 75 kg;  met behulp van een daarvoor geschikt meetmiddel, waarbij de meting dient te geschieden terwijl het voertuig de maximaal haalbare snelheid heeft bereikt.   De gemeten maximumconstructiesnelheid is het gemiddelde van twee metingen, waarbij de gemiddelde waarde op een heel getal wordt afgekapt.        ",bedrijfsautos-zwaar-afmetingen-en-massas-maximumconstructiesnelheid.txt,Artikel 5.3.8
     Bedrijfsauto's zwaar      Afmetingen en massa's     Maximumconstructiesnelheid,"  2.  Nieuw: 01-01-2025   Bedrijfsauto’s met een maximumconstructiesnelheid van ten hoogste 25 km/h mogen niet zijn voorzien van een voorziening met het kennelijke doel de controle op de maximumconstructiesnelheid, bedoeld in het eerste lid, te bemoeilijken of te beïnvloeden.    Wijze van keuren       Wijze van keuren      Print  Visuele controle, waarbij eventuele aanwezige voorzieningen worden bediend of ingeschakeld.       ",bedrijfsautos-zwaar-afmetingen-en-massas-maximumconstructiesnelheid.txt,Artikel 5.3.8
     Bedrijfsauto's zwaar      Carrosserie     Bescherming inzittenden,"  1.   Bedrijfsauto's die na 31 december 1997 in gebruik zijn genomen moeten zijn voorzien van gordels voor: de zitplaats van de bestuurder en de ernaast gelegen naar voren gerichte zitplaatsen, en de overige naar voren gerichte zitplaatsen.     Wijze van keuren       Wijze van keuren      Print  Visuele controle. Indien in het middelste gedeelte van een bank geen gordel aanwezig is, wordt dit gedeelte niet aangemerkt als zitplaats. In geval van een kampeerwagen is de controle beperkt tot de voorste zitplaatsen en tot de overige zitplaatsen voor zover deze zijn voorzien van gordels.       ",bedrijfsautos-zwaar-carrosserie-bescherming-inzittenden.txt,Artikel 5.3.47
     Bedrijfsauto's zwaar      Carrosserie     Bescherming inzittenden,"  2.   De verplichting, bedoeld in het eerste lid,
onderdeel b, geldt niet indien het voertuig in gebruik is genomen vóór 1
januari 2017 en op een afstand van maximaal 1,30 m voor de rugleuning van deze
zitplaats zich een veiligheidsscherm of rugleuning van een ervoor gelegen
zitplaats bevindt.    Wijze van keuren       Wijze van keuren      Print  Visuele controle, in geval van twijfel wordt
gemeten.       ",bedrijfsautos-zwaar-carrosserie-bescherming-inzittenden.txt,Artikel 5.3.47
     Bedrijfsauto's zwaar      Carrosserie     Bescherming inzittenden,"  3.   Het eerste lid is niet van toepassing op
klapstoelen en zitplaatsen die uitsluitend zijn bestemd voor gebruik in een
stilstaande bedrijfsauto en bedrijfsauto’s met een in het kentekenregister of op het kentekenbewijs vermelde maximumconstructiesnelheid van niet meer dan 25 km/h.    Wijze van keuren       Wijze van keuren      Print  Visuele controle.       ",bedrijfsautos-zwaar-carrosserie-bescherming-inzittenden.txt,Artikel 5.3.47
